Player,Lvl,Frn,Pos,%,Age,Durability,Health,Contact,Power,LH,RH,BattingEye,BaseRunning,Speed,Range,Glove,ArmStrength,ArmAccuracy,PitchCalling,$,team,teamid,xAVG,xOBP,xSLG,xPA,xInn,xFld%,xOPS+,xwRC+,xBtR,xBsR,xFRAA,xFR,xcFR,xpcR,xOPS,RLR,pos_adj,xWAR
Karl Morris,AA,DOV,LF,100,22,70,60,15,15,20,18,31,40,41,45,37,63,38,0,$38K  37500,Dover Mental Patients,6875,0.2167640331397761,0.2683799442577582,0.24479195762136885,345.69746532756835,687.0699134971946,0.8050350000000003,28.01012670055983,41.14755116722758,-163.66982890959343,-3.8946415366728147,-2.4780669464822838,-0.2416342621667973,0.0,0.09982452287630185,0.513171901879127,11.52324884425228,-3.5343102546151988,-16.107929247496738
Kelby Ward,ML,DOV,LF,100,28,91,87,94,62,53,77,46,82,50,59,52,57,47,0,$1.0M  1000000,Dover Mental Patients,6875,0.2798732806499866,0.33492219373197674,0.44983954916415503,615.6512852609158,1134.7336535919458,0.8953799999999997,100.7447154078332,94.37846032950338,7.618906171273413,-5.986730677150902,2.608155172473093,1.240623575310527,0.0,0.09975067232852343,0.7847617428961318,20.521709508697192,-5.837107271563507,1.7696057619108425
Kirt Nixon,LoA,DOV,RF,100,23,75,61,39,41,17,16,28,61,52,74,59,78,65,11,$27K  26250,Dover Mental Patients,6875,0.21528884242536767,0.26389488096587427,0.3052655291605148,395.4261285327375,795.0642922222614,0.9053100000000001,42.261764868446825,51.769471729658214,-114.5498166073242,-3.770895377730698,-0.7025223722312619,-1.4067031377432053,0.0,0.09949141083751346,0.5691604101263891,13.18087095109125,-4.089836894147436,-11.151011131577528
Larry Alexander,AA,DOV,RF,100,25,81,86,41,37,37,42,49,35,70,59,49,47,45,7,$38K  37500,Dover Mental Patients,6875,0.24008351750537202,0.30034503360336573,0.3395371872245688,488.3734152484685,941.2403944917023,0.9053399999999999,62.15839336608091,73.3456814213782,-50.84931407007311,-0.873801683354781,0.7845308183366735,0.4130670995811522,0.0,0.09884849895723637,0.6398822208279346,16.27911384161562,-4.841771576603407,-4.018759367439573
Larry Knoblauch,AAA,DOV,SS,100,29,85,60,52,33,62,25,42,53,86,82,82,92,84,27,$73K  73000,Dover Mental Patients,6875,0.2319208423788655,0.2869467125368019,0.3116725231347319,483.6175561361015,941.3903038520366,0.9641799999999996,54.3918826460072,66.5024725984976,-102.84452597523955,1.991191062908999,1.307856965178122,1.3758882407354995,0.0,0.0987986326433067,0.5986192356715339,16.120585204536717,4.842542715288253,-7.913437098670831
Logan Halton,ML,DOV,1B,100,32,90,89,70,81,76,67,80,37,41,38,36,34,26,2,$360K  360000,Dover Mental Patients,6875,0.28270742667003,0.35964607594625175,0.5038780149885744,626.0955223366618,1132.9309242367744,0.7749316666666661,118.43839315289419,98.05142434063411,24.902697707037706,-7.029137544459608,0.5149741710950982,0.37808929176862693,0.0,0.09915753395006068,0.8635240909348262,20.869850744555393,-9.713056620685652,2.964069129374946
Manuel Romano,LoA,DOV,C,100,22,69,92,20,39,0,11,38,18,14,8,21,68,56,66,$27K  26250,Dover Mental Patients,6875,0.20885378581225086,0.2659200966095496,0.2783447689876243,310.8210548777133,690.044735676609,0.9312899999999995,34.13023336623932,45.77417146292345,-116.1004406919038,-3.746756624684767,-4.012738932307075,0.552439012231653,1.2661450620179096,0.10010755989759236,0.5442648655971739,10.36070182925711,3.5496128378426386,-10.621669768777746
Marc Jacobson,HiA,DOV,2B,100,22,74,89,48,41,61,29,45,69,31,62,48,65,51,5,$27K  26250,Dover Mental Patients,6875,0.2399941411888552,0.29694878626274457,0.334085659497238,448.4300972893834,858.3705295100808,0.9470399999999998,59.67320465225979,69.86682578852509,-55.48959698567543,-5.670204782426323,0.043376323708979696,0.056599560811599135,0.0,0.1000045623147209,0.6310344457599826,14.947669909646113,1.4718287543039792,-4.503658478446707
Marshall Clayton,AAA,DOV,2B,100,26,81,65,45,3,33,20,18,63,66,62,44,38,45,1,$55K  54500,Dover Mental Patients,6875,0.22370129230016694,0.26672663193701507,0.2300985755860932,419.5278021674603,842.7807915341109,0.9025300000000003,26.65716950728578,40.417883606916675,-193.95227573350428,-1.4167733891383998,-3.4825678884086826,-4.691909812693387,0.0,0.09861872513255111,0.49682520752310827,13.984260072248677,1.4450973791737156,-18.608969522987444
Miguel Segui,HiA,DOV,SS,100,21,88,80,40,39,45,25,58,36,63,80,59,83,60,4,$27K  26250,Dover Mental Patients,6875,0.23210811697977807,0.2995530186710808,0.3260927138557848,493.4060402736068,951.9426822531968,0.8984425,59.2687726118534,68.15308299045535,-60.28529938739181,-2.2922528729690725,-0.20236439169749187,-0.14106898355180617,0.0,0.09937297671393498,0.6256457325268656,16.446868009120227,4.896824497187227,-4.170167954487226
Noah Holzemer,LoA,DOV,C,100,23,78,88,48,41,63,51,53,27,48,10,25,61,55,55,$27K  26250,Dover Mental Patients,6875,0.2558561833726032,0.31776707105051843,0.3618902045096897,464.97354714013636,892.1394415963441,0.7812999999999998,73.82352888106156,75.74738777750174,-30.698599260741926,-5.572360431372433,-0.1518042984901829,-1.4659873580088383,-2.471052475661063,0.099523497126652,0.6796572755602082,15.499118238004545,4.589194658417409,-1.7788010960691156
Patrick Craig,HiA,DOV,LF,100,23,84,91,19,13,14,11,26,61,86,69,56,46,43,0,$27K  26250,Dover Mental Patients,6875,0.20611164076820404,0.25385169975223176,0.2337725760098311,428.60646484419703,877.1820247843862,0.8792000000000002,21.297668719017146,41.90555661374032,-187.83692932306553,3.5019028780560246,-3.115006722052871,-3.919421676081144,0.0,0.09919665366004228,0.48762427576206285,14.286882161473235,-4.5122532139114515,-17.988933036243445
Placido Johnson,AA,DOV,C,100,23,63,74,41,54,64,82,74,27,73,8,27,72,68,94,$38K  37500,Dover Mental Patients,6875,0.2717804685907362,0.3441256833736457,0.42383668916417383,440.25654746964574,804.8130989968777,0.9440299999999998,98.26759428844575,88.51383479838954,-14.029951652074137,0.7752652925641674,-0.6938486481077237,2.0590968351226486,2.046582758587231,0.09965987457661431,0.7679623725378195,14.675218248988191,4.139985077144432,0.7679788285103879
Ramiro Ortiz,HiA,DOV,LF,100,23,80,91,36,47,39,28,53,47,43,51,47,42,40,11,$27K  26250,Dover Mental Patients,6875,0.2335003483194545,0.29612605371786194,0.34499736294266975,468.1509053437039,919.5317795947194,0.83161,60.25079983512891,64.38335952160713,-55.1273520850792,-5.073982339183516,-0.5772439323719223,-0.24523392016065926,0.0,0.09929577921110212,0.6411234166605317,15.605030178123464,-4.730101746886416,-4.99631227230277
Randall Terrell,AAA,DOV,SS,100,22,86,40,20,14,6,19,33,56,56,68,57,77,64,0,$55K  54500,Dover Mental Patients,6875,0.21161295081250692,0.26415281215302255,0.23307274600371097,397.52011912409216,808.8690769709647,0.7418600000000002,25.93438726785147,36.41292104549907,-168.59438803194783,-2.6821280944899417,-1.4057756008401199,-1.331445317772233,0.0,0.09920028151071637,0.4972255581567335,13.250670637469739,4.1608491613732745,-15.642207668909586
Rich Scavuzzo,AAA,DOV,RF,100,31,81,55,60,75,57,55,76,56,48,65,42,62,56,13,$73K  73000,Dover Mental Patients,6875,0.2636933855346179,0.339734498203957,0.4617855802926243,531.6927378047258,962.8616915717721,0.823255,104.0101817698965,89.06536300517583,0.6754739549987505,-5.274672871746139,1.3598257087360976,1.0885020442355295,0.0,0.0990996554825735,0.8015200784965812,17.723091260157528,-4.952992240595535,0.9332526553995852
Rigo Urbina,AA,DOV,RF,100,26,97,75,22,51,10,25,43,35,83,40,31,40,32,11,$38K  37500,Dover Mental Patients,6875,0.2228451318734865,0.281622025648115,0.3573589220715758,504.2139002783224,993.6620997302234,0.5755966666666665,57.44134019273819,70.13355817636108,-43.778575809305195,0.8734949478829765,-3.5869827363155817,-1.4394296199068677,0.0,0.09901098670496612,0.6389809477196908,16.807130009277415,-5.111430554167816,-3.290664894122308
Ron Hernandez,LoA,DOV,RF,100,23,89,74,58,52,24,14,93,53,100,59,40,45,36,9,$27K  26250,Dover Mental Patients,6875,0.2381889506164185,0.33284273030454303,0.3834895672706596,540.9945474844426,979.1179635692388,0.8960399999999996,81.16163830470082,102.500792564225,5.047486754772036,5.2791935828202625,-1.7540811352908148,-1.5675129587749368,0.0,0.0987005886633462,0.7163322975752027,18.033151582814753,-5.0366150389364135,2.1927515549598695
Roosevelt Glover,AAA,DOV,SS,100,21,83,94,60,47,51,61,46,40,57,58,52,72,55,16,$55K  54500,Dover Mental Patients,6875,0.2579263605945615,0.31421559556127754,0.38260311142085274,526.7057264428586,1000.9532058928162,0.9540999999999995,78.12116362730062,74.23934262963525,-42.00194919249651,-3.2885349157231616,0.9273181139084782,1.201642135432367,0.0,0.09965290448570631,0.6968187069821303,17.556857548095287,5.148936244304609,-2.1551916827849786
Rubi Matos,AA,DOV,SS,100,20,81,45,67,43,47,42,62,53,89,64,60,68,60,2,$38K  37500,Dover Mental Patients,6875,0.25283764555073335,0.32274864848607543,0.3771306787067827,518.1483878754079,930.5289479568601,0.9199699999999998,80.00984758976169,85.51183295355413,-33.76923601434194,2.6562914985425405,0.8984525628921528,1.174270361001798,0.0,0.09851224507263869,0.6998793271928581,17.271612929180264,4.786671542987964,-0.7942623595023709
Slim Ventrella,ML,DOV,CF,100,29,92,98,79,1,34,72,49,95,93,84,78,53,53,5,$1.0M  1000000,Dover Mental Patients,6875,0.2628390080720161,0.32121288891736133,0.27784807628666025,583.5357493180782,1111.20796453394,0.8476474999999998,58.304699153283345,73.61937919621667,-101.42588472758906,15.497832585450665,2.8229084851175426,2.3291027911328026,0.0,0.09935585642932455,0.5990609652040215,19.45119164393594,1.9053634508469477,-6.273394199273806
Stewart Randall,RL,DOV,2B,100,20,78,88,51,52,34,38,65,50,60,72,55,53,46,0,$8K  7650,Dover Mental Patients,6875,0.2426925066612258,0.313682660327655,0.3764404160939784,500.59659726917744,942.1844921801239,0.8165099999999994,74.47260764956495,81.23240940445001,-31.019145006723427,-2.494031629656346,1.0585462643972288,0.5009950739119413,0.0,0.09917159961304169,0.6901230764216334,16.686553242305916,1.6155426820646845,-1.482625580452091
Tim Wolf,RL,DOV,1B,100,23,92,62,3,33,15,27,33,57,78,52,27,52,41,0,$8K  7650,Dover Mental Patients,6875,0.2166342482512723,0.2680179140392973,0.3027659640389356,447.468424837105,883.196732789278,0.7554133333333333,41.48817297012332,60.249457428354724,-100.59315592760184,2.2162683280888142,-6.3815060105902965,-7.328403398460737,-0.2500072344479189,0.0994696254708153,0.5707838780782328,14.915614161236832,-7.571988449839489,-9.913845825074914
Tomas Puente,LoA,DOV,CF,100,20,73,91,46,58,42,37,48,38,59,69,56,40,47,16,$27K  26250,Dover Mental Patients,6875,0.23772393164950306,0.2960376086541096,0.38504364442072514,472.7056409781799,922.4957232549787,0.8973533333333337,70.72455283928916,78.39602928228193,-24.460543850287362,-3.0338627717726347,0.6459690069127177,0.4023852865831352,0.0,0.09870714824472561,0.6810812530748347,15.756854699272662,1.5817827902177275,-0.9830409381558327
Troy Jackson,HiA,DOV,C,100,22,94,56,74,60,57,46,58,21,30,10,21,76,66,57,$27K  26250,Dover Mental Patients,6875,0.2626819466237798,0.3300958220541974,0.412391238003074,519.0866289511323,994.8738156463951,0.83219,90.15686020527987,77.59952267204903,-14.4558007722214,-5.560540015222267,-0.09222611656746682,1.0210880664573905,0.25269700837988707,0.09911318089114975,0.7424870600572714,17.302887631704408,5.117663660732485,0.3452349230086191
Tuffy Harvey,RL,DOV,1B,100,23,83,36,51,40,34,34,47,34,25,32,28,28,26,11,$8K  7650,Dover Mental Patients,6875,0.24624057890154577,0.3072844088036527,0.34620652048252665,451.050650482066,872.2521617114544,0.36197,64.30740513599498,72.43806588336781,-17.318182829441287,-4.719355700261079,-0.2305816081334042,-1.7578351700479629,-0.8632508862327208,0.0985847018088727,0.6534909292861794,15.035021682735533,-7.478156393273785,-1.6366749011390858
Victor Ramsey,RL,DOV,RF,100,23,78,84,16,42,19,7,26,27,53,49,41,57,42,0,$8K  7650,Dover Mental Patients,6875,0.20759717977183575,0.25566298484794986,0.3032472522199564,398.29662883095443,811.247062378563,0.8229800000000006,36.49741078091805,48.08824015005404,-124.6954331934991,-3.2017843050141352,-3.935786702268335,-5.367181548273383,0.0,0.09937540588697193,0.5589102370679062,13.276554294365148,-4.173081596597546,-12.514146418082658
Wei-Chung Ma,AAA,DOV,CF,100,32,81,52,82,0,65,41,75,62,72,81,77,54,54,3,$73K  73000,Dover Mental Patients,6875,0.2611111509755965,0.3395891960914685,0.2685486267163964,518.3555777277797,950.5326910912991,0.9456499999999994,61.80562884220175,63.858660172761496,-74.74196992050568,-0.10844862376064096,1.9413724261227239,1.451527725192313,0.0,0.09821448430710479,0.6081378228078649,17.278519257592656,1.6298571520769876,-5.492084311606111
William James,RL,DOV,CF,100,21,75,65,15,4,13,25,19,49,81,67,43,42,34,7,$8K  7650,Dover Mental Patients,6875,0.2136751454329138,0.25695493103638717,0.2258690226865937,374.6149665946141,763.5005131680518,0.6900449999999997,20.988831056042308,29.642046152229327,-198.7271558398089,1.8122406841067777,-2.024637375465556,-2.262262563123185,0.0,0.09912740733824212,0.48282395372298087,12.487165553153803,1.3091572585186075,-18.684486574272228
Willis Karl,RL,DOV,1B,100,21,82,82,37,61,43,46,36,54,68,46,25,54,40,13,$8K  7650,Dover Mental Patients,6875,0.24357059070758258,0.29465634387882844,0.4090345063513634,489.3726867865771,922.3234859984368,0.5147433333333332,75.56761982657967,76.11255090539542,-40.29745244360147,-0.6522254249414849,0.01382645224025179,-1.0663253040803287,-0.5297068934829019,0.09977852121636278,0.7036908502301918,16.312422892885902,-7.90743729422528,-3.387645433628335
Wolf Sherman,ML,DOV,CF,100,28,81,76,51,64,49,51,54,79,86,70,87,58,60,10,$360K  360000,Dover Mental Patients,6875,0.2478548918223281,0.3062885995823063,0.4154929170369046,548.3002470564097,1028.5515447948128,0.9832399999999999,82.08983383478385,86.49706557811818,-24.46796055689285,6.853065706142747,1.8419232999592474,1.5849939647538922,0.0,0.09912477457663517,0.721781516619211,18.276674901880323,1.763634336067923,0.4042079806295344
Yuniesky Nieves,ML,DOV,RF,100,28,98,99,67,38,54,42,66,70,65,70,47,74,56,15,$1.0M  1000000,Dover Mental Patients,6875,0.25393122888780273,0.32594046210552297,0.3524059355019682,575.8947876561433,1088.90668207407,0.94544,74.97344012423905,74.57931943689658,-44.02495493722423,-0.730842494799375,1.238873554787255,1.3541618302810354,0.0,0.09986708719924099,0.6783463976074912,19.196492921871446,-5.601371821368673,-3.004190590787791
Alan Rowen,RL,FLA,LF,100,24,78,91,51,7,34,25,23,48,71,74,42,42,39,4,$27K  26250,Florida Panthers,6855,0.22807143309105715,0.27481787160863663,0.24883672491471082,433.68782668281347,865.3727730810642,0.8895900000000002,33.61003472474889,38.70966626911871,-166.0738999614183,-0.7318726814252365,-1.9605782647927217,-3.50950933108992,0.0,0.09892512938648469,0.5236545965233474,14.456260889427115,-4.451506034367614,-16.15765497018177
Albie Delgado,AAA,FLA,RF,100,23,73,83,44,87,64,28,50,54,21,62,46,66,55,23,$55K  54500,Florida Panthers,6855,0.23950129329583525,0.2978255858644256,0.44724007489786033,459.33939320221543,885.9615154396743,0.9010899999999998,84.83685290160842,87.45884109594184,-2.9033989384210415,-4.71645755322488,0.6130279218880754,0.44055927873865885,0.0,0.09985783743439715,0.7450656607622859,15.311313106740513,-4.557415202878983,0.36028304353203294
Alex Cela,ML,FLA,LF,100,24,90,98,85,15,51,57,43,76,85,84,55,53,52,0,$360K  360000,Florida Panthers,6855,0.2608021031103598,0.31764096271970416,0.3142141376559949,569.6512510534376,1072.7138173356652,0.9543599999999993,65.4532826060245,69.8057398835376,-81.57238339795005,5.95526658233779,2.7925513058527938,2.2513239106323213,0.0,0.09904293412517763,0.631855100375699,18.988375035114586,-5.518075192055891,-6.0368506582591115
Alex Samuel,LoA,FLA,DH,100,23,76,80,56,36,61,31,54,34,62,41,18,29,23,15,$27K  26250,Florida Panthers,6855,0.2505549540477912,0.31694908961021506,0.3557140974142208,471.4246156523004,872.2917725909501,0.5169249999999997,70.5071392071482,71.03770915410321,-53.3841233496918,-1.9058688962505799,-0.5648882293352533,-6.18557628577448,-9.961774980856239,0.09887751666945878,0.6726631870244358,15.714153855076681,-10.469894389809072,-5.667538537526099
Allen Murphy,ML,FLA,2B,100,26,86,58,68,2,66,85,64,68,92,86,66,55,51,1,$4.6M  4600000,Florida Panthers,6855,0.2790368652933548,0.34596950708399227,0.30963971849221583,567.4534032996744,1028.770940201357,0.9461999999999999,74.84903930126943,72.2426701655703,-77.54903186017734,7.286614446410549,1.6100117722846063,2.6636067475561256,0.0,0.09872633517778485,0.655609225576208,18.91511344332248,1.7640105284659757,-4.729022619677026
B.C. Ordonez,HiA,FLA,2B,100,22,77,87,41,30,43,32,37,55,70,73,68,69,71,7,$27K  26250,Florida Panthers,6855,0.22861393937773977,0.28020406167338974,0.29972975313421046,455.44976866804063,895.6945569887757,0.91775,48.00689335748806,61.07992519989013,-92.34215974336935,-0.7338479223993879,-0.13072048416797277,0.19737562458266697,0.0,0.09899166260555393,0.5799338148076002,15.181658955601353,1.5358274296789707,-7.676261414382199
Bernard Lara,AAA,FLA,2B,100,31,67,54,58,31,16,45,64,68,81,81,63,51,49,0,$55K  54500,Florida Panthers,6855,0.2440034193199484,0.3156671287627796,0.3330347731883491,449.0561352428049,817.4994658268988,0.8076099999999998,66.49074570298448,72.99828839769263,-63.643133766368905,4.0851148457038144,0.4041699118460945,0.4173231570947562,0.0,0.09876433654397733,0.6487019019511286,14.96853784142683,1.4017480552587427,-4.310818122692204
Bill Barber,AAA,FLA,C,100,37,31,47,65,42,61,54,65,39,24,10,31,46,63,53,$55K  54500,Florida Panthers,6855,0.26347062646499286,0.3335321010490082,0.37303966708768865,302.952087700367,517.6497097983956,0.8912399999999998,82.36322371038163,71.90427154419793,-30.667803177848022,-4.341794803025462,-0.16101078841781533,0.30958221372438266,-0.5303486955982019,0.09868891142076354,0.7065717681366969,10.098402923345567,2.6628071491687018,-2.211206333373939
Bridger Slotnick,AA,FLA,3B,100,28,89,65,57,39,63,56,56,68,52,66,67,79,70,21,$59K  59000,Florida Panthers,6855,0.2572379005100135,0.3185674523244477,0.35345412901474393,531.4864166490734,1012.5494512896985,0.9529499999999996,73.86765979968963,66.87309699823973,-45.00712178299569,-4.125447584072347,0.6795237732940281,0.813402155115398,0.0,0.09947519671521622,0.6720215813391917,17.716213888302445,1.7361959041318562,-2.9094727269323455
Bruce Delahanty,AA,FLA,3B,100,24,74,72,45,73,44,57,54,55,34,61,58,64,60,2,$38K  37500,Florida Panthers,6855,0.25137379046920183,0.310734912228147,0.4333345119609735,490.5556745827198,922.9775036126375,0.9657399999999997,87.23191030526554,83.19149766102758,-10.411745788211974,-4.6669851398383635,0.5887701301667279,0.7013207158516478,0.0,0.09943726598402026,0.7440694241891205,16.351855819423992,1.5826088882246871,0.3585145671999249
